user_id,interests,num_enrolled,num_rated,enrolled_course_indices,enrolled_course_names,ratings
diana_hub_261,development|software-development,19,9,2486|1636|2959|2566|546|49|298|561|956|378|1269|2589|240|36|898|486|1438|3209|562,Blockchain Platforms|Product  and Service Development: Empathy  Mapping with Miro|Foundations of Teaching for Learning: Being a Professional|Analyzing Video with OpenCV and NumPy|Understanding child development: from synapse to society|Personal Leadership Development Planning and Leading High Performing Teams|Encryption And Decryption Using C++|Scheduling Selenium TestNG tests via Jenkins CI/CD tool|Create Your First Multithreaded Application in Java|Leadership Through Design Innovation|Development of Real-Time Systems|Data Visualization with Python|Deploy Models with TensorFlow Serving and Flask|COBOL Programming with VSCode|Introduction to Pointers and Memory Management in C/C++|Class Creation in Object Oriented Python|Build Your First React Website|Learn Java and JavaFX by creating a Graphical Calculator|Build a Simple App in Android Studio with Java,1636:5|3209:5|298:3|898:5|2589:4|2486:5|1269:3|956:4|240:4
peter_ai_262,pair,18,8,538|1030|1813|644|50|154|584|3186|544|840|2958|1100|2825|1794|957|2551|1154|1520,"Building Your Career in Music: Developing A Brand and Funding Your Music|Game Design and Development Capstone|Exploring Light: Hands-on Activities and Strategies for Teachers|DDoS Attacks and Defenses|Integrating Scripts for Scene Interactions|Musicianship: Tensions, Harmonic Function, and Modal Interchange|Effective Altruism|Fundamentals of particle accelerator technology  (NPAP MOOC)|Create an FPS Weapon in Unity (Part 2 - Firing Effects)|Build an App in Android Studio using Static Files|Presentation skills: Designing Presentation Slides|The Merkle Tree and Cryptocurrencies|Build an App in Android Studio using onTouch|Introduction to Advanced Vibrations|CSS Animated Components with ReactJS|Fundamentals of Rehearsing Music Ensembles|Build CRUD REST API in Django|Basic Sentiment Analysis with TensorFlow",1520:4|2825:3|1794:5|1030:3|644:4|2551:4|957:5|154:4
nina_ai_263,development,14,9,1916|3451|245|1553|1727|442|2729|2277|1925|891|3089|2395|904|466,"Build a Linear Layout App in Android Studio|Content Strategy for Professionals: Capstone Project|Successful Career Development|Leading for Equity, Diversity and Inclusion in Higher Education|The Strategy of Content Marketing|Software Design as an Abstraction|Intel� Network Academy - Network Transformation 102|Developing Android Apps with App Inventor|Leading Teams|Build a Machine Learning Web App with Streamlit and Python|Creating Cutscenes in Unity|Adapt your leadership style|Git + GitHub for Open Source Collaboration|Transforming Communities",2395:4|442:5|3089:5|2277:5|3451:5|904:3|1916:3|1727:5|2729:3
peter_labs_264,html,9,4,3418|2938|2763|663|1427|1316|151|3024|1417,"HTML and CSS: Building a Single-Page Website|Build Your Portfolio Website with HTML and CSS|Introduction to Accessible Web Development|Web Application Technologies and Django|Introduction to CSS in Web Development|Information Visualization: Programming with D3.js|Textual Elements of Design: Fonts, Typography, and Spacing|Build a Data Science Web App with Streamlit and Python|Responsive Web Design",3024:4|1316:5|2938:3|2763:5
aiden_pro_265,statistics,11,8,992|555|220|1207|2356|3512|260|1688|363|1028|2613,Securing Investment Returns in the Long Run|Improving Your Statistical Questions|Statistical Data Visualization with Seaborn|Principal Component Analysis with NumPy|Auditing II: The Practice of Auditing|Mining Data to Extract and Visualize Insights in Python|Quantitative Research|Probability and Statistics: To p or not to p?|Data Science Math Skills|Statistics for International Business|Compare Stock Returns with Google Sheets,555:5|1207:5|992:4|220:4|2613:3|260:5|363:4|3512:5
peter_labs_266,grammar,14,9,1647|2732|1470|1398|1547|885|684|762|1965|2323|3000|564|818|3388,"Adjectives and Adjective Clauses|Writing Professional Email and Memos (Project-Centered Course)|Getting Started with Essay Writing|Mandarin Chinese 2: Chinese for Beginners|Conjunctions, Connectives, and Adverb Clauses|Teach English Now! Capstone Project 2|Chinese for HSK 2|General Academic English|Tricky English Grammar|Translation in Practice|Business English: Meetings|Conversational English Skills|Chinese for HSK 3 PART I|English for Common Interactions in the Workplace: Basic Level",684:5|818:5|1470:5|762:4|1647:5|3388:4|1965:4|3000:4|2323:4
mike_hub_267,theory,20,15,1160|612|1670|3086|2577|1881|3026|1999|1311|2388|2353|1850|1840|1493|2347|2796|2960|1404|1068|313,"Combining and Analyzing Complex Data|Computational Neuroscience|Introduction to Systems and Network Mapping with Kumu|Network Data Science with NetworkX and Python|Probability Theory, Statistics and Exploratory Data Analysis|Artificial Intelligence Privacy and Convenience|Games without Chance: Combinatorial Game Theory|Matrix Algebra for Engineers|UX Research at Scale: Surveys, Analytics, Online Testing|SQL Joins|Stochastic processes|The Evolving Universe|Online Games: Literature, New Media, and Narrative|Blended Language Learning: Design and Practice for Teachers|Population Health: Health & Health Behaviour|The Power of Microeconomics: Economic Principles in the Real World|Applied Social Network Analysis in Python|C++ For C Programmers, Part B|Fundamentals of Modern Russian-designed NPPs with VVER-1200|Astro 101: Black Holes",3086:5|1840:5|1881:5|3026:4|1493:3|2577:5|1068:5|2796:5|1850:5|1404:5|1311:4|1999:4|2353:5|2388:4|1160:5
ray_biz_268,machine-learning,17,13,2782|910|3398|497|560|1838|1520|2143|3041|2808|87|965|3321|2695|395|1704|2858,Introduction to Deep Learning|Image Understanding with TensorFlow on GCP|Fake News Detection with Machine Learning|Practical Machine Learning|Compare time series predictions of COVID-19 deaths|Matrix Factorization and Advanced Techniques|Basic Sentiment Analysis with TensorFlow|AI Workflow: Enterprise Model Deployment|Foundations of Data Science: K-Means Clustering in Python|Machine Learning for Accounting with Python|Build Random Forests in R with Azure ML Studio|Interactive Word Embeddings using Word2Vec and Plotly|Machine Learning Foundations: A Case Study Approach|Clustering Geolocation Data Intelligently in Python|Production Machine Learning Systems|Machine Translation|Machine Learning Feature Selection in Python,3321:5|2808:4|965:4|1520:5|2858:5|395:3|910:3|87:5|1838:5|3398:5|2143:5|3041:4|1704:4
uma_biz_269,interface,8,4,1898|3021|3221|1145|657|2088|3050|3212,Game Development for Modern Platforms|Operating Systems and You: Becoming a Power User|Python Dynamic HTML Web Server|Input and Interaction|Detecting COVID-19 with Chest X-Ray using PyTorch|Design Principles: an Introduction|User Research and Design|iOS App Store & In-App Purchases,3050:3|1145:5|2088:3|657:3
hank_pro_270,innovation,12,8,1333|2357|1971|3068|3146|2058|1584|195|501|3077|2481|374,Planning a Patient Safety or Quality Improvement Project (Patient Safety III)|Innovation: From Creativity to Entrepreneurship Capstone|Becoming a changemaker: Introduction to Social Innovation|Healthcare Entrepreneurship: Taking Ideas to Market|What�s Your Big Idea?|Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship|Digital Transformations|Master Class for Corporate Entrepreneurs|Developing the Opportunity for Corporate Entrepreneurs|Creativity Toolkit II: Creative Collaboration|FinTech Disruptive Innovation: Implications for Society|Innovation & Entrepreneurship - From Design Thinking to Funding,1333:5|2357:5|3068:5|501:4|374:4|3077:4|3146:4|2058:5
umar_edu_271,graphics|energy,16,10,777|1630|3072|3460|1871|636|3092|621|2500|2780|1739|1330|2948|405|1981|2403,"Fundamentals of the Chinese character writing (Part 1)|Act on Climate: Steps to Individual, Community, and Political Action|Chinese Politics Part 2 � China and the World|Statistical Molecular Thermodynamics|Python Basics|Exploratory Data Analysis|Planet Earth...and You!|Print and Digital Elements of Design: Branding and User Experience|Energy, Environment, and Everyday Life|Draw and Style Custom Letters with Inkscape|Visual Elements of User Interface Design|Diode - pn Junction and Metal Semiconductor Contact|Particle Dynamics|Data Visualization and Communication with Tableau|Design and Make Infographics (Project-Centered Course)|Introduction to Intel� Distribution of OpenVINO� toolkit for Computer Vision Applications",777:4|1739:5|405:4|636:5|2403:3|1981:4|2948:5|1330:5|2780:5|621:5
grace_labs_272,grammar|computing,6,4,564|788|1452|3097|671|3521,Conversational English Skills|How Google does Machine Learning|Configuration Management and the Cloud|Google Cloud Platform Big Data and Machine Learning Fundamentals|First Step Korean|Architecting with Google Kubernetes Engine: Production,671:5|3097:4|788:5|3521:4
kate_ml_273,google,17,9,3292|2228|3282|490|3440|1614|96|3470|1484|2942|1081|3067|2332|940|2485|3099|979,"Essential Google Cloud Infrastructure: Foundation|Introduction to Trading, Machine Learning & GCP|Getting Started with Google Kubernetes Engine|Introduction to TensorFlow|Google Cloud Platform Fundamentals: Core Infrastructure|Mitigating Security Vulnerabilities on Google Cloud Platform|Building Resilient Streaming Analytics Systems on GCP|Google Cloud Platform Fundamentals: Core Infrastructure|Preparing for the Google Cloud Associate Cloud Engineer Exam|Set up Google Analytics for a single page website|Elastic Google Cloud Infrastructure: Scaling and Automation|Essential Google Cloud Infrastructure: Foundation|Creating New BigQuery Datasets and Visualizing Insights|Introduction to G Suite|Feature Engineering|Hybrid Cloud Infrastructure Foundations with Anthos|Reliable Google Cloud Infrastructure: Design and Process",2332:3|940:4|979:5|490:4|3099:5|3440:5|2228:3|3067:4|1081:4
wendy_dev_274,machine|visualization,18,10,689|2833|1717|285|3215|1625|3453|1350|2542|2274|857|23|1209|1017|687|329|636|2538,Meaningful Predictive Modeling|How to Make Image Editing Selections in GIMP|Create a Visual Schedule with Google Slides|Introduction to Data Analysis Using Excel|Fundamentals of Machine Learning in Finance|Addressing Large Hadron Collider Challenges by Machine Learning|Visual Analytics with Tableau|Machine Learning with Python|Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R|Introduction to Topic Modeling for Business|Programming with Scratch|Preparing for the Google Cloud Professional Data Engineer Exam|Code Free Data Science|COVID19 Data Visualization Using Python|Data Science Capstone|Building a Data Science Team|Exploratory Data Analysis|Introduction to Applied Machine Learning,687:4|3215:5|2274:3|1717:5|23:5|857:4|1017:5|689:4|329:5|1625:4
vera_biz_275,security|listening|model,10,5,3214|910|2734|1773|2420|2084|1337|2850|3060|1855,Business Model Innovation for Sustainable Landscape Restoration|Image Understanding with TensorFlow on GCP|Using Databases with Python|Python and Machine-Learning for Asset Management with Alternative Data Sets|Generating New Recipes using GPT-2|Finding Mutations in DNA and Proteins (Bioinformatics VI)|Containerize a full-stack NodeJS application in Docker|Cloud Computing Fundamentals on Alibaba Cloud|Regression Models|Web Application Security Testing with Burp Suite,2084:5|1337:4|3060:5|3214:5|2420:5
grace_biz_276,cryptography|service,14,9,1267|3403|2658|304|1118|1265|2914|3328|1169|476|1119|3189|3192|2440,Introduction to Enterprise Computing|Introduction to Web Development|Web Connectivity and Security in Embedded Systems|Startups in open innovation|N�tzliches Feedback geben (Giving Helpful Feedback)|Introduction to Cloud Computing|AWS Fundamentals: Building Serverless Applications|Cybersecurity and Its Ten Domains|Symmetric Cryptography|Cloud Computing Basics (Cloud 101)|Arts and Heritage Management|Introduction to Learning Transfer and Life Long Learning (3L)|System Administration and IT Infrastructure Services|Introduction to Blockchain: Evolution and Technology Concepts,3189:5|1119:4|1267:3|1265:4|476:4|3403:5|2658:3|304:5|2914:4
bella_biz_277,philosophy|global|general,12,5,361|3008|781|160|342|1605|2988|862|1786|3482|2901|3076,"Mindware: Critical Thinking for the Information Age|Case studies in business analytics with ACCENTURE|Introduction to Statistical Analysis:  Hypothesis Testing|Teach English Now! Capstone Project 1|Data Science at Scale - Capstone Project|Economics of Transition and Emerging Markets|Global Health Policy|The Modern World, Part One: Global History from 1760 to 1910|R Programming|SQL for Data Science Capstone Project|Relativism|Hypothesis Testing in Public Health",3008:3|3076:5|862:5|1786:4|160:5
luna_biz_278,design-and-product|javascript,9,6,2111|1297|1061|2007|2706|2378|17|323|500,Customer Journey Prototyping in XD|Multiplatform Mobile App Development with React Native|Learn Javascript with zero prior programming experience|Agile Analytics|Easing the Transition to GIMP for Photoshop Users|Multiplatform Mobile App Development with NativeScript|Creating Dashboards and Storytelling with Tableau|The Development of Mobile Health Monitoring Systems|Front-End JavaScript Frameworks: Angular,500:5|323:4|2111:5|2706:3|2378:5|17:5
alice_io_279,public-health|arts-and-humanities,11,8,2047|464|213|1512|693|90|212|330|1375|794|955,"Singing Popular Music|Easing the burden of obesity, diabetes and cardiovascular disease|Introduction to Ableton Live|The Making of the US President: A Short History in Five Elections|The Music of the Rolling Stones, 1962-1974|Surveillance Systems: Analysis, Dissemination, and Special Systems|Introduction to Ableton Live|S�ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity|Guitar Chord Voicings: Playing Up The Neck|Effectively delivering the news to your audience|Introduction to Who Wrote Shakespeare",213:5|212:4|2047:5|1512:5|955:5|1375:5|693:4|794:5
noah_ml_280,leadership|cloud|project,14,7,1661|1555|395|2014|230|1075|3034|396|3108|2680|508|226|3359|1119,A Geometrical Approach to Genome Analysis: Skew & Z-Curve|Sustainable Food Production Through Livestock Health Management|Production Machine Learning Systems|Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness|Introduction to TestNG and Integration with Selenium|The Pronunciation of American English Project|Branding and Customer Experience|Introduction to Cost Accounting|Building Recommendation System Using MXNET on AWS Sagemaker|Build local development environments using Docker containers|Create UI in Unity Part 1 - Screen Overlay Canvas|Data Analysis Using Pyspark|IT Project Management|Arts and Heritage Management,3108:3|230:4|3359:4|3034:5|395:5|508:3|396:5
omar_edu_281,deep|mine|disease,10,4,1763|991|586|1717|464|756|1233|15|1361|1671,"Geo-Visualization in Python|Neural Networks and Deep Learning|TensorFlow for AI: Computer Vision Basics|Create a Visual Schedule with Google Slides|Easing the burden of obesity, diabetes and cardiovascular disease|Predict Ideal Diamonds over Good Diamonds using a Random Forest using R|Tables and Forms in HTML|Global Health: An Interdisciplinary Overview|Deep Learning NLP: Training GPT-2 from scratch|Science Matters: Let's Talk About COVID-19",991:5|1361:3|1671:5|756:4
vera_pro_282,model,17,7,2267|3393|2156|1166|2734|1480|2840|430|612|2506|2351|2544|1802|1513|764|2153|40,"Systems Science and Obesity|Marketing Mix Implementation Capstone|Population Health: Responsible Data Analysis|Software Development Processes and Methodologies|Using Databases with Python|Data Science Methodology|Computer Simulations|Healthcare Data Models|Computational Neuroscience|Capstone Course: Start Up Your Fintech Future|Geographical Information Systems - Part 1|Introduction to CSS3|AWS Computer Vision: Getting Started with GluonCV|Interactivity with JavaScript|Create Custom Layers in Keras|Statistical Forecasting Techniques in Google Sheets|Real-time OCR and Text Detection with Tensorflow, OpenCV and Tesseract",1802:5|1480:5|2153:4|40:3|2544:4|2351:5|612:5
ray_biz_283,relative,16,12,1483|132|1958|2443|2318|2349|619|2335|3295|303|339|1703|2721|1302|2390|977,Unraveling the Cycling City|Introduction to Acoustics (Part 2)|Modern JavaScript: ES6 Basics|Introduction to Particle Accelerators (NPAP MOOC)|3-Axis Machining with Autodesk Fusion 360|Real-Time Embedded Systems Theory and Analysis|Climate Adaptation for Human Health|Measuring Disease in Epidemiology|Health Systems Development: Introduction to Health Systems|Methods of Surface Analysis|Memoir and Personal Essay: Managing Your Relationship with the Reader|Introduction to the Orbital Perspective|Pro Tools Basics|Community Organizing for Social Justice|Service Transformed: Lessons in U.S. Veteran Centered Care|Performing Data Aggregation using SQL Aggregate Functions,2335:5|2318:4|339:3|132:5|2390:5|619:4|2349:5|2721:5|3295:4|1483:5|303:5|977:4
george_io_284,arts-and-humanities|global|intermediate,5,3,1499|3284|852|147|1635,Fundamentals of Immunology: Death by Friendly Fire|European Business Law: Understanding the Fundamentals|Developing An Entrepreneurial Mindset: First Step Towards Success|Bugs 101: Insect-Human Interactions|Information Theory,1635:3|3284:5|1499:5
dave_labs_285,governance-and-society|algorithms,12,8,2669|263|2321|3007|2822|1776|707|1538|1918|200|284|3043,"Understanding Korean Politics|Introduction to Accounting Data Analytics and Visualization|Media ethics & governance|Unordered Data Structures|Genomic Data Science and Clustering (Bioinformatics V)|Introduction to Search Engine Optimization|The Social Context of Mental Health and Illness|Police Brutality in America Teach-Out|Methods for Solving Problems|App Design and Development for iOS|Statistical Mechanics: Algorithms and Computations|The Sustainable Development Goals � A global, transdisciplinary vision for the future",2669:4|1538:4|200:3|284:4|3043:5|2321:4|1918:3|2822:4
mia_ml_286,platform|marketing|neural,5,2,408|1836|2711|591|3271,"Sequences, Time Series and Prediction|Use Canva to Create an Interactive Mind Map|Introduction to Deep Learning & Neural Networks with Keras|Management of Fashion and Luxury Companies|Use Mailchimp to Build an E-mail Marketing Campaign",2711:4|3271:4
rosa_ml_287,disease|accounting,16,7,1363|520|2335|2712|587|142|2784|1561|1126|831|2379|3341|1557|1149|897|1743,"Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements|Non-Communicable Diseases in Humanitarian Settings|Measuring Disease in Epidemiology|Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention|Diabetes � the Essential Facts|Tracking Student Growth using Google Slides|Data and Health Indicators in Public Health Practice|An Introduction to Global Health|Financial Accounting: Foundations|Building a Business Presence With Facebook Marketing|Everyday Chinese Medicine|Case Studies in Personalized Medicine|Leveraging Real-Time Analytics in Slack|Core Concepts of Accounting � Numbers and People|Building Smart Business Assistants with IBM Watson|Understanding Financial Statements: Company Performance",1743:5|1126:5|1561:4|1557:5|2379:5|2335:5|142:3
grace_dev_288,marketing,12,5,38|952|1248|2847|2425|2548|2053|804|317|2755|1727|2369,Postman - Intro to APIs (without coding)|Brand Marketing and SEO Tools using Wix|Design a Client Welcome Kit using Canva|Marketing Strategy Capstone Project|Unleashing the Impact of your Social Enterprise|The Importance of Listening|Future Healthcare Payment Models|Gmail: The Foundation To Accessing Google Apps|Create Charts and Dashboard using Google Sheets|Selling to Chinese Consumers|The Strategy of Content Marketing|Pricing Strategy,2053:4|2847:5|2755:5|1248:5|317:4
bella_edu_289,electronics|data-analysis,10,7,2562|1790|405|2655|2382|368|1073|111|2748|522,Design Thinking and Predictive Analytics for Data Products|Data Visualization with Python|Data Visualization and Communication with Tableau|The Technology of Music Production|Principles of fMRI 1|Hadoop Platform and Application Framework|Data Science in Real Life|Bayesian Statistics: Mixture Models|What is Data Science?|Healthcare Organizations and the Health System,1073:5|2562:5|2655:5|2748:4|522:4|111:3|2382:4
dave_pro_290,analytics,18,8,148|1728|3038|1557|3195|1045|1544|364|918|1217|2180|1204|3351|1692|2542|1353|2644|2303,Analyze Website Visitors with Google Analytics Segments|Agile Analytics|Introduction to People Analytics|Leveraging Real-Time Analytics in Slack|Digital Marketing Analytics in Theory|Analytic Combinatorics|Foundations for Big Data Analysis with SQL|Digital Marketing Capstone|Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package|Basic Data Processing and Visualization|Leadership Through Marketing|Introduction to Data Analytics|Graph Analytics for Big Data|Managing Uncertainty in Marketing Analytics|Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R|Healthcare Data Literacy|Cognitive Solutions and RPA Analytics|Predictive Analytics for Business with H2O in R,1353:5|1204:5|2180:3|3195:4|1728:5|1692:5|2303:5|148:5
peter_pro_291,environmental-science-and-sustainability,9,6,3493|2704|435|1782|742|3229|664|978|2351,"Greening the Economy: Sustainable Cities|Extinctions: Past, Present, & Future|Meeting Investors' Goals|Wood Science: Beyond Building|Solar Energy Basics|Oil & Gas Industry Operations and Markets|Our Earth's Future|Ecosystem Services: a Method for Sustainable Development|Geographical Information Systems - Part 1",1782:5|435:2|3493:5|2704:5|3229:5|2351:5
xena_hub_292,classification|writing|google,18,13,1258|3259|64|2457|1451|2702|1913|2364|720|117|3445|2214|1912|2503|3000|3236|1858|3326,"Introduction to Programming in Swift 5|TensorFlow for CNNs: Learn and Practice CNNs|Japanese for beginners 2|Russian for beginners 2. ??????? ???? A1|Creative Writing: The Craft of Setting and Description|Healthcare Marketplace Capstone|Teach English Now! Second Language Reading, Writing, and Grammar|Mastering Software Development in R Capstone|Elastic Google Cloud Infrastructure: Scaling and Automation|Information & Digital Literacy for University Success|Better Business Writing in English|Data Science for Business Innovation|Teach English Now! Second Language Reading, Writing, and Grammar|Business English: Management and Leadership|Business English: Meetings|Effective Communication Capstone Project|Predict Employee Turnover with scikit-learn|Google Cloud Platform Fundamentals: Core Infrastructure",64:4|2702:4|3000:5|1912:5|720:5|1913:4|2503:5|3236:5|3445:4|1451:4|2457:5|3259:5|1258:4
carol_io_293,financial,9,4,3241|2647|1702|2038|471|2593|2944|2206|2529,Budgeting essentials and development|Leverage Google Finance Functions in Google Sheets|The Global Financial Crisis|Keeping up with Change: Issues for the Finance Professional|Discounted Cash Flow Modeling|Financial Engineering and Risk Management Part II|Investment Risk Management|The Korean Economic Development|Accounting Analysis II: Accounting for Liabilities and Equity,2647:5|3241:5|2593:4|1702:5
julia_pro_294,communication|databases|patient,5,2,889|2636|2005|706|2503,Business English for Cross-cultural Communication|Introduction to Public Speaking|Digitalisation in Space Research|Acute and Chronic Rhinosinusitis: A Comprehensive Review|Business English: Management and Leadership,889:5|2503:5
penny_pro_295,product|architecture|case,19,8,2665|3238|1671|3172|872|913|2025|2281|76|3337|1643|978|2001|1793|207|2628|2841|2083|1319,"Action-Driven Business Plan: From the �Classroom� to the World|Fashion as Design|Science Matters: Let's Talk About COVID-19|API Development on Google Cloud's Apigee API Platform|Making the Case for Robotic Process Automation|Enterprise Architecture|Building Test Automation Framework - Selenium, C# & NUnit|Introduction to Computer Programming|ART of the MOOC: Public Art and Pedagogy|The Marketing Plan|Forecasting Models for Marketing Decisions|Ecosystem Services: a Method for Sustainable Development|Wireless Communications for Everybody|Diagnosing Health Behaviors for Global Health Programs|Making Successful Decisions through the Strategy, Law & Ethics Model|Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications|Communicating Data Science Results|IBM Data Privacy for Information Architecture|Innovating with the Business Model Canvas",913:3|1319:4|2025:4|2628:4|978:5|1671:3|1643:3|872:4
penny_labs_296,critical,5,3,1619|2702|2994|1413|3342,The Modern and the Postmodern (Part 1)|Healthcare Marketplace Capstone|Quantitative Methods|Reasoning Across the Disciplines|Exploring Emerging Technologies for Lifelong Learning and Success,1619:5|2702:4|3342:5
mike_dev_297,planning,7,4,2225|3185|2524|1964|1682|2339|824,"Career Options: Exploring a New Career|IS/IT Governance|Fundraising and Development Foundations|Municipal Solid Waste Management in Developing Countries|Financial Planning for Young Adults|Cities are back in town : sociolog�a urbana para un mundo globalizado|Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots",3185:5|2225:3|1682:5|2524:3
sam_ml_298,value|finance|beginner,12,7,1874|1702|632|1559|2925|1235|966|3045|1692|3060|3189|497,Facial Expression Classification Using Residual Neural Nets|The Global Financial Crisis|Foundations of marketing analytics|Create Your First Game with Python|Schizophrenia|Building Candlestick Charts with Tableau|Electric Industry Operations and Markets|Foundations of Diversity and Inclusion at Work TeachOut|Managing Uncertainty in Marketing Analytics|Regression Models|Introduction to Learning Transfer and Life Long Learning (3L)|Practical Machine Learning,1702:4|1559:4|497:5|2925:3|1235:3|1874:4|1692:4
vera_xyz_299,sales,14,10,1870|2031|2477|950|2933|3332|1195|837|1749|2107|170|603|2820|2304,"Key Success Factors in Supply Chain Finance|Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues|New Product Development For Small Businesses and Start-Ups|A Start Guide: Product Marketing Using G Suite|Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women|How to Validate your Startup Idea|Entrepreneurship Capstone|Customer Segmentation and Prospecting|Sustainable Innovation for Subsistence Marketplaces|Valuation and Financial Analysis For Startups Capstone|Marketing Strategy for Entrepreneurs|Predict Sales Revenue with scikit-learn|Sales Training: Sales Team Management|Sales Management",2477:5|2820:3|170:4|2304:5|3332:3|603:4|1195:3|950:5|2107:4|837:4
eli_labs_300,product|theory|system,20,9,3369|1321|3274|1319|3370|654|1006|2288|1415|1930|3121|3357|1404|1843|621|1853|2320|2727|954|2051,"Neural Network from Scratch in TensorFlow|Use WordPress to Create a Blog for your Business|Federalism & Decentralization: Evaluating Africa's Track Record|Innovating with the Business Model Canvas|Supply Chain Excellence|Fundamentals of Graphic Design|Image Processing with Python|Introduction to Enterprise Resiliency|Windows Server Management and Security|Programming Languages, Part B|Battery State-of-Health (SOH) Estimation|Today�s Music Industry|C++ For C Programmers, Part B|Advanced System Security Topics|Print and Digital Elements of Design: Branding and User Experience|Culminating Project in Health Informatics|System Validation (3): Requirements by modal formulas|Create Animation Transitions in Unity (Intro to Animation 2)|Product Development: Customer Journey Mapping with Miro|Networks and Communications Security",3369:4|3357:5|2727:5|1853:3|3370:4|621:5|1321:5|2051:5|654:4
noah_edu_301,medical,9,5,192|871|777|737|707|3507|2956|369|2454,"Cancer Prevention Web-Based Activity|HPV-Associated Oral and Throat Cancer: What You Need to Know|Fundamentals of the Chinese character writing (Part 1)|EMT Foundations|The Social Context of Mental Health and Illness|Healthy Aging and the Future of Cannabis Research|Instructional Methods in Health Professions Education|Career 911: Your Future Job in Medicine and Healthcare|Cannabis, Chronic Pain, and Related Disorders",871:3|369:4|2956:3|707:3|2454:5
aiden_biz_302,physics,14,7,341|303|755|835|2|1204|573|1625|1062|30|93|381|91|2022,Game Theory with Python|Methods of Surface Analysis|Cyber-Physical Systems: Modeling and Simulation|Solar Energy Systems Overview|Silicon Thin Film Solar Cells|Introduction to Data Analytics|Advanced Functional Ceramics|Addressing Large Hadron Collider Challenges by Machine Learning|Creating a Student Profile in Google Docs|Electrodynamics: Analysis of Electric Fields|Spacecraft Dynamics Capstone: Mars Mission|Big History: Connecting Knowledge|Control physics with C# in Unity|Inclusive Online Teaching Teach-Out,573:3|93:4|1625:4|1062:5|2:5|91:5|30:3
noah_labs_303,design|business-strategy|information,7,5,1536|1584|3050|3359|3299|2559|2199,Generative Design for Performance and Weight Reduction|Digital Transformations|User Research and Design|IT Project Management|Technology Leadership and Entrepreneurship|Change Leadership: Strategic Route Analysis with Miro|Cyber Security in Manufacturing,2559:3|3359:4|1584:5|3050:4|1536:4
kate_io_304,language,5,2,795|485|1615|2573|72,Writing your World: Finding yourself in the academic space|Understanding Russians: Contexts of Intercultural Communication|Practical SAS Programming and Certification Review|Introduction to Artificial Intelligence (AI)|Magna Carta and its Legacies: Freedom and protest,795:5|72:5
carol_dev_305,python|mobile-and-web-development,14,6,890|1159|457|2734|2930|1994|2824|318|1871|1763|274|734|2947|3212,"Cloud Networking|Analyze Box Office Data with Plotly and Python|Python Project: pillow, tesseract, and opencv|Using Databases with Python|Support Vector Machines in Python, From Start to Finish|AI For Medical Treatment|An Introduction to Interactive Programming in Python (Part 1)|Use Commands and Create a Remote Git Repository|Python Basics|Geo-Visualization in Python|Learn to Program: Crafting Quality Code|Create Your First Python Program|Quick resumeCreator with JavaScript|iOS App Store & In-App Purchases",2947:4|3212:5|457:3|890:4|1763:5|2824:3
omar_ml_306,(economics)|systems|type,10,5,1292|3369|1702|1856|1337|2970|3211|320|2951|2839,"Introduction to Architecting Smart IoT Devices|Neural Network from Scratch in TensorFlow|The Global Financial Crisis|Modeling and Debugging Embedded Systems|Containerize a full-stack NodeJS application in Docker|Support Vector Machine Classification in Python|Research Proposal: Initiating Research|Command Line in Linux|Creating and Developing a Tech Startup|Introduction to Blockchain: Benefits, Values and Opportunities",3211:5|1292:5|2839:5|3369:5|320:5
grace_dev_307,database,7,2,3272|1546|1861|442|3351|3254|1262,Retrieve Data with Multiple-Table SQL Queries|Creating Database Tables with SQL|Building Basic Relational Databases in�SQL Server Management Studio|Software Design as an Abstraction|Graph Analytics for Big Data|Introduction to Relational Database and SQL|Create Your First NoSQL Database with MongoDB and Compass,3351:4|1861:3
uma_hub_308,chain|experience,8,6,1875|1317|3102|3278|677|1767|2796|378,"Logistic Regression with NumPy and Python|Content Strategy for Professionals: Engaging Audiences|HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)|Diversity and inclusion in the workplace|UX (User Experience) Capstone|Supply chain management: Be global|The Power of Microeconomics: Economic Principles in the Real World|Leadership Through Design Innovation",3102:3|3278:4|378:4|677:5|1767:5|1317:3
